"","incidenceRate","medIncome","popEst2015","povertyPercent","studyPerCap","binnedInc","MedianAge","MedianAgeMale","MedianAgeFemale","AvgHouseholdSize","PercentMarried","PctMarriedHouseholds","BirthRate","deathRate","modeEdu18_24","PctNoHS18_24","PctBachDeg25_Over","modeHI","IDW"
"2178",519.5,38038,18454,23,0,"(37413.8, 40362.7]",40.9,40.3,41.7,2.49,56.7,55.55250891,8.986232791,243.5,"HS18_24",35,5.9,"PrivateCoverage","90to95"
"2179",477.1,43040,46407,18.1,0,"(42724.4, 45201]",40.1,39,41.2,2.41,51.3,47.76971508,5.059607622,202.4,"HS18_24",22,10,"PrivateCoverage","77to90"
"2180",564.5,43799,15620,18.3,256.0819462,"(42724.4, 45201]",41.3,39.5,42.9,2.57,54.1,53.00400534,5.429997065,233.2,"HS18_24",26.4,6.9,"PrivateCoverage","90to95"
"2181",429.2,41588,4612,18.4,0,"(40362.7, 42724.4]",47.7,47.3,47.8,2.29,50.9,49.67055246,8.571428571,197.8,"SomeCol18_24",16.5,5.3,"PrivateCoverage","77to90"
"2182",492.4,42477,46222,16.9,281.2513522,"(40362.7, 42724.4]",40.8,39.3,42.2,2.45,53.7,51.64858769,4.65182921,196.7,"HS18_24",17.1,8.5,"PrivateCoverage","90to95"
"2183",447.9,45168,16591,14.6,0,"(42724.4, 45201]",42.3,39.9,43.9,2.4,55.3,53.57502518,5.674931129,211.7,"SomeCol18_24",23.2,9,"PrivateCoverage","95to100"
"2184",396.8,54086,22872,11.1,87.44316194,"(51046.4, 54545.6]",41.2,39.8,42.7,2.57,61.6,62.51130199,3.468663776,185.8,"SomeCol18_24",24.7,12.9,"PrivateCoverage","95to100"
"2185",469.1,44762,20315,13,0,"(42724.4, 45201]",41.7,40.3,43.3,2.55,55.2,55.46904433,6.736596737,208.3,"HS18_24",21.3,9.1,"PrivateCoverage","90to95"
"2186",427.8,46466,33775,11.8,0,"(45201, 48021.6]",40,38.6,41.6,2.51,55.2,54.80842619,7.615257958,170,"SomeCol18_24",17,10.5,"PrivateCoverage","90to95"
"2187",487.6,40234,67979,20,0,"(37413.8, 40362.7]",40,39,40.8,2.39,46.3,47.39962987,3.227955426,202.3,"HS18_24",11.3,10.6,"PrivateCoverage","77to90"
"2188",445,41077,32441,15.5,92.47557104,"(40362.7, 42724.4]",42.3,41.3,43.4,2.54,54.4,54.04750742,3.957556639,197.4,"HS18_24",15.3,8.5,"PrivateCoverage","95to100"
"2189",397.9,89861,309697,4.9,129.1585001,"(61494.5, 125635]",36.1,35.5,36.7,2.73,62.3,62.29758067,5.756462494,146.5,"SomeCol18_24",18.4,35.5,"PrivateCoverage","77to90"
"2190",456.4,68334,72520,6.9,27.57859901,"(61494.5, 125635]",39.8,38.9,41.7,2.68,55.3,57.5246773,4.243248035,184.8,"HS18_24",18.3,18.4,"PrivateCoverage","95to100"
"2191",438.5,56787,39578,10,101.0662489,"(54545.6, 61494.5]",41.7,40.7,42.8,2.67,52.3,55.09449466,3.198968831,183.5,"HS18_24",17.3,10.4,"PrivateCoverage","95to100"
"2192",455.2,70358,158192,6.4,113.7857793,"(61494.5, 125635]",37.4,36.3,38.5,2.76,57.9,60.63639025,4.891733624,167.4,"HS18_24",19.5,23.5,"PrivateCoverage","77to90"
"2193",468.4,41955,48985,15.5,0,"(40362.7, 42724.4]",42.2,40.9,43.8,2.54,48.2,50.56079956,3.996826341,191,"HS18_24",24,10.2,"PrivateCoverage","95to100"
"2194",422.9,47433,82556,16.8,0,"(45201, 48021.6]",41.5,39.4,42.9,2.37,52.1,48.13878476,5.977036752,172.2,"SomeCol18_24",25.4,12.1,"PrivateCoverage","77to90"
"2195",466.3,49832,36630,10.7,54.6000546,"(48021.6, 51046.4]",39.8,38.8,40.9,2.44,55.1,55.26933702,7.373761208,195.8,"SomeCol18_24",12,11.2,"PrivateCoverage","95to100"
"2196",489.6,48368,44069,14.9,0,"(48021.6, 51046.4]",38.3,37.7,39.3,2.57,54.4,54.50824606,6.627918833,220.4,"HS18_24",20,9.8,"PrivateCoverage","90to95"
"2197",474.1,55190,33470,10.3,0,"(54545.6, 61494.5]",38.8,38,39.7,2.71,56.3,59.81993998,6.211096076,204.7,"HS18_24",16.4,9.7,"PrivateCoverage","95to100"
"2198",484.2,38663,21121,19.9,0,"(37413.8, 40362.7]",39.5,37.3,41.2,2.58,53.6,52.79043982,6.336972811,202.5,"HS18_24",17.1,6.6,"PrivateCoverage","95to100"
"2199",453.4,45964,32416,16.2,0,"(45201, 48021.6]",40.7,40.2,41.1,2.37,49.9,49.27524815,6.689494925,169.5,"HS18_24",18.9,10.7,"PrivateCoverage","90to95"
"2200",479.5,43783,27897,17.5,0,"(42724.4, 45201]",39.4,38.5,41,2.62,52.8,51.4377298,5.751734773,206,"HS18_24",17.1,6.8,"PrivateCoverage","95to100"
"2201",430.4,58833,149633,10.2,13.36603557,"(54545.6, 61494.5]",37.3,36.2,38.6,2.69,57,58.17533321,4.614683861,165.1,"HS18_24",18.8,19.4,"PrivateCoverage","90to95"
"2202",487.1,44077,37927,17.4,26.36644079,"(42724.4, 45201]",39.2,35.3,41.8,2.4,48.5,48.58921443,3.923660503,183.5,"SomeCol18_24",11.2,9.7,"PrivateCoverage","90to95"
"2203",447.8,54068,78620,12,0,"(51046.4, 54545.6]",37.9,36.6,39.7,2.58,58.6,58.30122355,6.807405735,187.2,"HS18_24",21.1,13.5,"PrivateCoverage","90to95"
"2204",405.3,52003,38809,10.9,0,"(51046.4, 54545.6]",31.1,29.7,32.4,0.0322,60.5,67.85561908,9.866568735,167.5,"NoHS18_24",59.7,5.9,"PrivateCoverage","95to100"
"2205",478.8,50774,487865,17.6,94.28837896,"(48021.6, 51046.4]",38.1,36.6,39.5,2.65,44.7,44.50887548,5.596850638,195.2,"HS18_24",19.8,13.8,"PrivateCoverage","Lt77"
"2206",476,46243,110884,17.9,1127.30421,"(45201, 48021.6]",39.9,38.1,42.2,2.38,48.5,48.36061762,5.182440874,192.5,"HS18_24",22.6,10.9,"PrivateCoverage","77to90"
"2207",466.2,45232,45495,12.5,0,"(45201, 48021.6]",41.9,41.1,43.3,2.44,56.6,55.52070942,5.305999397,197.2,"SomeCol18_24",22.9,9,"PrivateCoverage","95to100"
"2208",468.7,44730,129723,16.7,215.8445303,"(42724.4, 45201]",39.8,38.5,41.3,2.41,48.4,47.30857745,4.977235099,195.2,"HS18_24",21.3,11.9,"PrivateCoverage","77to90"
"2209",448.5,42700,939020,21.3,692.2110285,"(40362.7, 42724.4]",34.1,33.1,35.2,2.5,39.4,36.27949323,5.992308937,201,"HS18_24",20.4,18.5,"PrivateCoverage","Lt77"
"2210",448.8,52508,46857,10.9,704.2704398,"(51046.4, 54545.6]",39.5,37.5,41.5,2.67,54.8,54.84299238,5.134211811,163.7,"HS18_24",28,11.5,"PrivateCoverage","90to95"
"2211",527.7,48381,10226,13.5,0,"(48021.6, 51046.4]",42.5,41.4,43.8,2.42,50.3,47.01261604,6.417359187,194.4,"HS18_24",15.3,6.6,"PrivateCoverage","95to100"
"2212",424.4,41065,35862,17.1,0,"(40362.7, 42724.4]",40.1,38.2,42.1,2.6,50,53.56274689,5.13318535,183.5,"HS18_24",24.9,7.7,"PrivateCoverage","90to95"
"2213",428.7,43841,144705,24,69.10611244,"(42724.4, 45201]",28.4,27.6,29.3,2.36,36,38.45841411,3.932688732,168.5,"SomeCol18_24",3.9,22.3,"PrivateCoverage","77to90"
"2214",420,46945,38227,12.3,0,"(45201, 48021.6]",40.2,38.1,42.3,2.52,53.1,53.82250461,6.749577397,171,"SomeCol18_24",19.6,10.6,"PrivateCoverage","95to100"
"2215",490.3,54849,69648,11.5,86.14748449,"(54545.6, 61494.5]",40.9,40.2,41.8,2.68,56.5,59.06907728,4.493889063,200.8,"HS18_24",14.7,10.2,"PrivateCoverage","95to100"
"2216",427.8,51285,14008,11.5,0,"(51046.4, 54545.6]",43,42.5,43.6,2.56,53,52.49027958,5.900305188,194.1,"HS18_24",29,6.5,"PrivateCoverage","95to100"
"2217",416.9,50997,47733,11.1,0,"(48021.6, 51046.4]",37.9,37.3,39.1,2.58,56,55.67095741,6.541519012,186.5,"HS18_24",24,10,"PrivateCoverage","95to100"
"2218",535.7,51403,5938,11.1,0,"(51046.4, 54545.6]",46,44.6,46.8,2.5,54.8,55.67182922,4.801324503,195.6,"HS18_24",17.5,9.2,"PrivateCoverage","95to100"
"2219",475.2,39572,19605,18,0,"(37413.8, 40362.7]",40.9,40.1,42.1,0.0254,54.4,53.24267782,6.829499644,201.5,"HS18_24",18.9,7.1,"PrivateCoverage","95to100"
"2220",494.2,46001,20872,15.4,0,"(45201, 48021.6]",43.9,42.9,44.8,2.46,56.5,54.50719046,5.925432756,215.1,"HS18_24",28.8,6,"PrivateCoverage","95to100"
"2221",425,42056,16901,17.5,0,"(40362.7, 42724.4]",41.8,42.5,41.1,2.58,49.3,54.77898249,5.194197473,171.8,"SomeCol18_24",31,9.1,"PrivateCoverage","95to100"
"2222",451.1,44623,19347,15.5,206.7504006,"(42724.4, 45201]",41.4,38.8,43.8,2.42,53.9,56.28948091,5.856832972,208.1,"HS18_24",28.3,6,"PrivateCoverage","90to95"
"2223",412.1,47217,12594,11.3,0,"(45201, 48021.6]",43.4,42.8,44.2,2.49,59.7,58.91069283,6.414219475,174.1,"HS18_24",21.5,7.4,"PrivateCoverage","95to100"
"2224",476.7,63030,167688,10,17.89036783,"(61494.5, 125635]",39.2,38.2,40.3,2.62,52.9,54.86369419,5.159405563,178.4,"HS18_24",13,16.6,"PrivateCoverage","90to95"
"2225",450.8,59975,25512,10.7,0,"(54545.6, 61494.5]",42.5,42.1,43.2,2.51,59.8,58.48682908,6.012884753,168.7,"HS18_24",22.9,14.1,"PrivateCoverage","95to100"
"2226",463.7,43770,12889,14.2,0,"(42724.4, 45201]",41.3,40.1,43.7,2.48,55,53.85802469,1.880766501,183.2,"NoHS18_24",30.2,8.1,"PrivateCoverage","95to100"
"2227",444.2,49467,37585,13.5,0,"(48021.6, 51046.4]",37.5,36.4,39.3,2.52,45.4,52.81049885,4.543828265,197.1,"SomeCol18_24",12.5,8.7,"PrivateCoverage","90to95"
"2228",497.2,41577,25172,16.1,0,"(40362.7, 42724.4]",42.2,40.7,43.4,2.39,55.4,51.54335644,4.972375691,198.5,"HS18_24",20.7,7.3,"PrivateCoverage","95to100"
"2229",452.9,52491,28701,10.7,34.84199157,"(51046.4, 54545.6]",40.4,38.9,41.7,2.58,57.3,58.48365534,5.038143675,201.4,"HS18_24",17.7,11.6,"PrivateCoverage","95to100"
"2230",480.1,47418,16672,14.4,119.9616123,"(45201, 48021.6]",41.3,40.1,42.3,2.42,55.1,51.98789974,5.966850829,222,"HS18_24",22,8.7,"PrivateCoverage","95to100"
"2231",459.6,46388,268441,17.2,972.2806874,"(45201, 48021.6]",36.5,35.3,37.6,2.5,46.6,46.38007941,5.453791069,180.3,"HS18_24",13.5,16.9,"PrivateCoverage","77to90"
"2232",475.7,41649,23744,17.6,0,"(40362.7, 42724.4]",40.3,39.6,40.6,2.61,52.1,53.24704307,3.652716593,217,"HS18_24",24.8,8.3,"PrivateCoverage","95to100"
"2233",484.7,54831,44478,11.8,0,"(54545.6, 61494.5]",41,39.9,42,2.54,51.6,50.57290758,6.002219308,184.1,"HS18_24",20.7,9.2,"PrivateCoverage","90to95"
"2234",441.7,54468,20715,9.3,0,"(51046.4, 54545.6]",42.7,42.4,42.9,2.58,60.4,62.49372175,4.881386861,174.6,"HS18_24",20.8,9.1,"PrivateCoverage","95to100"
"2235",493.9,43740,22958,15.5,0,"(42724.4, 45201]",41.6,41.1,42.3,2.62,52.7,52.83877574,7.026920032,222.9,"HS18_24",25.2,7.6,"PrivateCoverage","95to100"
"2236",406.2,50078,34372,12.8,0,"(48021.6, 51046.4]",41.7,40.5,42.9,2.44,54.4,54.37152392,3.515151515,172.6,"HS18_24",12.1,13.7,"PrivateCoverage","95to100"
"2237",442.8,43933,20928,16.9,0,"(42724.4, 45201]",40.8,39.2,42.6,2.47,50.6,54.22175677,6.615715309,206,"HS18_24",25.5,9.4,"PrivateCoverage","90to95"
"2238",475,47606,10524,17.4,0,"(45201, 48021.6]",40.1,38.9,41,2.55,56.7,55.71112749,3.788224555,232.3,"HS18_24",31.2,6.5,"PrivateCoverage","95to100"
"2239",452.2,46276,185826,22.1,349.7895881,"(45201, 48021.6]",27.9,26.6,29.7,2.46,40.8,42.16600744,5.208228801,169.1,"HS18_24",4.9,19.8,"PrivateCoverage","77to90"
"2240",425.7,55008,15267,9.5,0,"(54545.6, 61494.5]",43.8,42,45.6,2.4,56.3,53.78479825,5.051131082,159.2,"HS18_24",26.4,13.3,"PrivateCoverage","95to100"
"2241",479,47410,7182,13.8,0,"(45201, 48021.6]",42.1,38.8,44.2,2.44,55,53.25683429,3.571428571,192.3,"HS18_24",23.2,12.2,"PrivateCoverage","95to100"
"2242",431.1,42622,181877,17.7,87.97154121,"(40362.7, 42724.4]",37.8,36.5,39.3,2.35,46.6,43.72852581,4.541089313,182.7,"HS18_24",13.2,15.8,"PrivateCoverage","77to90"
"2243",504.9,44388,15692,13.9,0,"(42724.4, 45201]",42.9,41.9,44.5,2.39,49.3,47.27745488,1.879036994,209.6,"HS18_24",18.2,9.7,"PrivateCoverage","95to100"
"2244",482,41260,107896,20.2,185.3636835,"(40362.7, 42724.4]",36,34.7,37.9,2.45,42.6,43.98362892,4.964180034,201.2,"HS18_24",11.8,13.8,"PrivateCoverage","77to90"
"2245",452.3,45151,32138,15.2,0,"(42724.4, 45201]",42.4,40.1,44,2.36,53.8,54.07332765,4.0374488,185.3,"HS18_24",11.9,11,"PrivateCoverage","95to100"
"2246",456.2,55925,8269,9.9,0,"(54545.6, 61494.5]",44.1,43.5,44.5,2.5,60.2,60.2118003,7.88863109,177.2,"HS18_24",23.1,12.4,"PrivateCoverage","95to100"
"2247",449,65793,61897,8.2,113.091103,"(61494.5, 125635]",40.6,38.7,42.1,2.63,61.1,62.31263383,4.717612918,165.1,"SomeCol18_24",15.7,17,"PrivateCoverage","90to95"
"2248",511.2,43573,27827,16.2,0,"(42724.4, 45201]",40.7,39,42.8,2.62,52.5,51.97306014,5.667215815,205.3,"HS18_24",32.2,6.2,"PrivateCoverage","95to100"
"2249",477.6,40929,67001,17.8,776.1078193,"(40362.7, 42724.4]",40.9,39.3,42.6,2.4,48.2,46.93757362,6.374925294,202.8,"SomeCol18_24",19,10.2,"PrivateCoverage","90to95"
"2250",412.6,51182,27964,10.7,0,"(51046.4, 54545.6]",41.2,39.6,42.4,2.52,58.4,57.92632259,5.617591479,157,"SomeCol18_24",16.8,11.8,"PrivateCoverage","95to100"
"2251",460.9,50731,24293,11.2,288.1488495,"(48021.6, 51046.4]",42,41,43,2.53,57.8,56.82749921,6.172839506,206.3,"HS18_24",21.3,10.3,"PrivateCoverage","90to95"
"2252",461.3,59266,33406,9.4,0,"(54545.6, 61494.5]",41,40,42.2,2.5,57.7,57.44373479,4.732975417,179.7,"HS18_24",22.7,11.5,"PrivateCoverage","95to100"
"2253",440.7,48216,7228,10.3,138.3508578,"(48021.6, 51046.4]",45.9,45,47.7,2.25,56.2,51.62589037,4.989154013,178.9,"HS18_24",8.6,11.9,"PrivateCoverage","95to100"
"2254",533.1,51929,3796,12.2,0,"(51046.4, 54545.6]",46.8,45.5,47.8,2.18,64.4,59.13853318,8.874172185,171.3,"HS18_24",23.3,11.1,"PrivateCoverage","95to100"
"2255",428.5,45229,13886,12.4,144.0299582,"(45201, 48021.6]",45.1,44,45.9,2.26,61.1,55.70436508,8.380520951,142.4,"SomeCol18_24",9.4,11.6,"PrivateCoverage","95to100"
"2256",489.7,40422,12529,17.5,0,"(40362.7, 42724.4]",44.7,43.9,46.7,2.28,56.2,50.53822295,5.4900366,176.1,"HS18_24",21.6,12.9,"PrivateCoverage","95to100"
"2257",477.8,50014,5773,11.1,0,"(48021.6, 51046.4]",47.8,47.2,48.2,2.15,59.8,52.95223768,4.757548033,176.9,"NoHS18_24",21.2,10.4,"PrivateCoverage","95to100"
"2258",445.9,61931,25658,8.8,233.8451945,"(61494.5, 125635]",41.4,40.2,42.2,2.51,61.8,60.49832578,6.183093392,163.2,"HS18_24",21.1,16.3,"PrivateCoverage","95to100"
"2259",488.7,51331,133455,14.5,172.3427373,"(51046.4, 54545.6]",34.7,33.9,35.6,2.42,46,45.50658271,5.535521096,170.9,"SomeCol18_24",6.5,17.9,"PrivateCoverage","77to90"
"2260",434.9,54186,26643,10.4,900.7994595,"(51046.4, 54545.6]",41.3,39.4,43,0.0237,54.1,52.25392694,4.473125884,171,"SomeCol18_24",17.5,17,"PrivateCoverage","95to100"
"2261",430.9,62438,24722,7.6,242.6988108,"(61494.5, 125635]",38.6,37,40,2.45,57.4,60.12813668,3.94922426,129.8,"HS18_24",8.2,20.3,"PrivateCoverage","95to100"
"2262",482.7,55781,21062,10.7,0,"(54545.6, 61494.5]",38.4,37.9,39.1,2.5,58.9,55.96274794,7.209673739,188.1,"HS18_24",18.9,13.1,"PrivateCoverage","95to100"
"2263",426.3,50719,20493,12.4,0,"(48021.6, 51046.4]",35.9,34.7,36.9,2.55,53.1,51.84020956,6.872775801,149.1,"HS18_24",15.5,12.3,"PrivateCoverage","77to90"
"2264",444.5,52273,14915,9.9,0,"(51046.4, 54545.6]",43.5,41.7,45.1,2.37,63.6,60.31899468,4.203691046,156.6,"HS18_24",11.5,11.1,"PrivateCoverage","95to100"
"2265",528.1,49456,9818,13.7,407.4149521,"(48021.6, 51046.4]",46,43,48.7,2.19,55.8,52.07697724,6.876456876,181.5,"HS18_24",19.9,13.1,"PrivateCoverage","95to100"
"2266",443.1,52367,20498,9.9,0,"(51046.4, 54545.6]",42.3,40.6,44.1,0.0236,57.1,52.96595297,4.378496716,176.6,"HS18_24",15.1,15.2,"PrivateCoverage","95to100"
"2267",470.8,46159,13427,13.1,0,"(45201, 48021.6]",44.7,42.2,47.3,2.18,57.4,50.03289474,9.298780488,218.8,"HS18_24",18.5,14.6,"PrivateCoverage","95to100"
"2268",500.8,61423,18340,7.9,0,"(54545.6, 61494.5]",42.1,41.3,43.6,2.37,60.1,57.38845144,5,147.9,"HS18_24",12.5,15.5,"PrivateCoverage","95to100"
"2269",493.5,49569,43017,12,511.4257154,"(48021.6, 51046.4]",44.2,43,45.9,2.17,51.7,46.38557303,5.751533742,154.2,"HS18_24",8.9,16,"PrivateCoverage","95to100"
"2270",438.1,52894,11574,9.6,777.6049767,"(51046.4, 54545.6]",46.6,44.5,48.5,2.14,55.2,48.48143982,3.505447655,135.4,"HS18_24",21.4,14.4,"PrivateCoverage","95to100"
"2271",467.7,50788,12097,9.8,247.9953708,"(48021.6, 51046.4]",44.1,42.7,45.2,2.27,60.7,54.17921687,8.382476832,161.9,"HS18_24",17.8,11.2,"PrivateCoverage","95to100"
"2272",457.8,45413,9259,14.4,0,"(45201, 48021.6]",39.6,37.6,42.5,2.43,53.8,51.06837607,7.290533188,198.5,"HS18_24",13,9.7,"PrivateCoverage","95to100"
"2273",477.7,51514,16507,11.5,121.1607197,"(51046.4, 54545.6]",42.2,40.6,43.9,2.27,55.6,50.97956899,4.909253198,171.5,"HS18_24",12.7,15.1,"PrivateCoverage","95to100"
"2274",456.7,49018,17644,10.8,56.67649059,"(48021.6, 51046.4]",45.4,44.4,46.6,2.3,58.6,54.12723449,5.962622367,168.3,"HS18_24",12.4,12.3,"PrivateCoverage","95to100"
"2275",483.1,48528,47768,12.9,20.93451683,"(48021.6, 51046.4]",42.1,41.2,43.3,2.36,52.1,49.030747,4.6635126,191.8,"SomeCol18_24",17.6,13.9,"PrivateCoverage","90to95"
"2276",461.2,50370,17094,11.6,234.000234,"(48021.6, 51046.4]",38,37.4,38.9,2.64,56.4,56.55389457,8.150028201,148.6,"HS18_24",24,10.6,"PrivateCoverage","90to95"
"2277",438.9,79173,80133,6.2,0,"(61494.5, 125635]",34.7,34.2,35,2.69,61.2,60.71467401,6.526994359,132.6,"SomeCol18_24",18,32.5,"PrivateCoverage","90to95"
"2278",427.3,46750,8769,15.4,0,"(45201, 48021.6]",38,37.1,38.6,2.73,60.6,60.75829384,8.783008037,158.6,"NoHS18_24",42.9,11.8,"PrivateCoverage","95to100"
"2279",458.3,36742,8220,21.3,0,"(34218.1, 37413.8]",37.4,35.1,39.6,2.38,50.1,52.00381679,5.356186395,209.1,"HS18_24",12.4,13.9,"PrivateCoverage","95to100"
"2280",451.7,55958,17403,8.9,57.46135724,"(54545.6, 61494.5]",43.1,42.3,43.5,2.48,57.8,57.22070845,5.807872282,154.1,"HS18_24",13,9.9,"PrivateCoverage","95to100"
"2281",508.3,45292,40055,15.7,0,"(45201, 48021.6]",42.1,41.1,42.9,2.36,50.5,46.83710651,5.598682663,170.1,"HS18_24",16.3,13.8,"PrivateCoverage","90to95"
"2282",528.4,56551,17111,7.4,0,"(54545.6, 61494.5]",48.7,46.4,50.4,2.14,63,56.29164531,7.152406417,156.1,"HS18_24",17.4,19,"PrivateCoverage","95to100"
"2283",443.8,33370,6337,23.8,0,"[22640, 34218.1]",47.5,45.7,48.7,2.43,42.7,40.0750469,4.686258936,210.3,"HS18_24",26.7,9.2,"PrivateCoverage","Lt77"
"2284",464.8,28716,1639,32.3,0,"[22640, 34218.1]",47.9,44.4,49.9,2.42,40,37.34087694,0.56980057,234.9,"HS18_24",16.8,6.3,"PrivateCoverage","Lt77"
"2285",482,34010,25229,28.2,0,"[22640, 34218.1]",36.2,35.3,38.5,2.46,43.4,50.55837563,8.461219411,216.4,"NoHS18_24",46.4,6.9,"PrivateCoverage","Lt77"
"2286",381.3,32815,8330,25.4,960.3841537,"[22640, 34218.1]",42.6,38.4,44.5,2.39,43.8,42.67254038,3.978779841,161.2,"NoHS18_24",40.8,6.6,"PrivateCoverage","Lt77"
"2287",326.4,29244,16400,33.7,0,"[22640, 34218.1]",40.3,39.2,43.4,2.37,40.1,44.56418983,2.772573998,159.8,"HS18_24",33.2,5.4,"PublicCoverage","Lt77"
"2288",529.5,34604,9113,29.8,0,"(34218.1, 37413.8]",41,39.4,41.9,2.68,38.7,39.00966184,4.011887073,218.9,"NoHS18_24",30.7,6.2,"PublicCoverage","Lt77"
"2289",463,36973,45063,24.5,221.9115461,"(34218.1, 37413.8]",39.4,38.2,40.8,2.53,45.8,43.89416163,6.247570929,199,"HS18_24",29.3,10.5,"PrivateCoverage","Lt77"
"2290",493.1,36303,40764,28.6,0,"(34218.1, 37413.8]",35.1,33.2,37.9,2.76,42.3,42.25950308,6.308457711,183.9,"SomeCol18_24",17.5,8.7,"PrivateCoverage","Lt77"
"2291",467.9,34008,27241,24.5,0,"[22640, 34218.1]",34.9,34.4,36.1,2.5,52.1,48.43179478,4.553734062,201.3,"HS18_24",25.8,10.5,"PrivateCoverage","Lt77"
"2292",550.7,39453,11182,18.1,0,"(37413.8, 40362.7]",52.4,50.7,54,2.34,55,55.95126523,7.575757576,193.1,"HS18_24",7.1,13.9,"PrivateCoverage","95to100"
"2293",404.5,32536,6785,27.1,0,"[22640, 34218.1]",42.8,43.5,42.2,2.38,41.6,41.11153407,1.448321264,193.7,"HS18_24",28.4,10.5,"PrivateCoverage","Lt77"
"2294",483.7,41141,69763,19.5,0,"(40362.7, 42724.4]",36.1,34.3,37.4,2.73,43.1,43.38811118,6.920828113,186,"HS18_24",19,11.1,"PrivateCoverage","Lt77"
"2295",486.8,32171,8214,31.7,0,"[22640, 34218.1]",38,35.2,43.3,2.63,41.8,41.98473282,0.476758045,197,"NoHS18_24",30.6,7.9,"PrivateCoverage","Lt77"
"2296",490.1,36886,8390,28.1,0,"(34218.1, 37413.8]",45.6,44.2,47.1,2.79,44.8,50.03309067,5.235294118,189.8,"HS18_24",28.8,6,"PrivateCoverage","Lt77"
"2297",471.7,40667,22267,15.1,0,"(40362.7, 42724.4]",53.3,51.2,54.5,2.54,57.9,57.97535001,2.147577093,159.3,"HS18_24",27.8,12.2,"PrivateCoverage","95to100"
"2298",480.2,34867,26368,25.9,0,"(34218.1, 37413.8]",41.5,39.8,43,2.55,50,49.91633035,5.682006978,189.5,"HS18_24",24.3,6.9,"PrivateCoverage","Lt77"
"2299",420.9,39078,68066,20,0,"(37413.8, 40362.7]",40.4,39.4,42.1,2.59,51.3,51.45011601,6.366601435,212.7,"SomeCol18_24",20.3,9.7,"PrivateCoverage","90to95"
"2300",472.9,52082,88399,15.6,0,"(51046.4, 54545.6]",38.5,37,39.3,2.88,57.1,60.72740756,5.68799466,193.3,"HS18_24",14.7,12.5,"PrivateCoverage","77to90"
"2301",405.3,34288,35370,28.8,28.27254736,"(34218.1, 37413.8]",37.9,36.1,39.9,2.39,48.2,45.65139199,7.919234299,180.1,"NoHS18_24",37.6,7.3,"PrivateCoverage","Lt77"
"2302",397.1,31623,5460,28.9,0,"[22640, 34218.1]",44.3,40.2,46,2.58,39.3,37.69411765,7.881355932,194.6,"HS18_24",19.5,8.1,"PrivateCoverage","Lt77"
"2303",463.6,36137,20816,30.2,0,"(34218.1, 37413.8]",40,37.8,42.1,2.64,41.3,43.6791148,5.967408768,186.4,"HS18_24",21.9,9.4,"PrivateCoverage","Lt77"
"2304",482.8,41093,29534,25.5,0,"(40362.7, 42724.4]",37.3,36.7,38.4,2.77,47.6,51.61931254,5.499843309,205.6,"HS18_24",26.2,7.8,"PrivateCoverage","Lt77"
"2305",295.7,33893,2648,22.8,0,"[22640, 34218.1]",41,39.9,41.3,2.56,44.6,41.14877589,2.646502836,143.1,"NoHS18_24",27.5,4.3,"PrivateCoverage","Lt77"
"2306",340.7,30264,7903,38.9,0,"[22640, 34218.1]",38.4,36.1,46.2,2.16,34.6,47.61431412,5.070993915,179.9,"HS18_24",30.5,4,"PublicCoverage","Lt77"
"2307",469,42126,28319,16.9,0,"(40362.7, 42724.4]",43.9,42.9,46.1,2.42,62.7,60.60445387,3.822835972,144.6,"HS18_24",10.2,12.6,"PrivateCoverage","90to95"
"2308",415.7,43731,104216,20.7,0,"(42724.4, 45201]",34.8,33.2,36.6,2.96,52.2,54.74475777,6.314687286,182.8,"HS18_24",20.5,8.5,"PrivateCoverage","77to90"
"2309",451.7,32722,8857,30.7,0,"[22640, 34218.1]",39.4,38.9,41.2,2.52,39.7,46.86360321,2.918781726,195,"HS18_24",31.6,5.7,"PrivateCoverage","Lt77"
"2310",481.7,32042,9867,26.7,0,"[22640, 34218.1]",44.4,43.1,46,2.45,42.7,41.56265602,7.441634241,210,"HS18_24",35.1,8.7,"PrivateCoverage","Lt77"
"2311",463.9,34512,9155,23.2,327.689787,"(34218.1, 37413.8]",41.6,40.8,44,2.8,45.2,46.81557501,1.811062163,178,"HS18_24",13.1,3.9,"PrivateCoverage","Lt77"
"2312",434.6,40382,20699,22.6,0,"(40362.7, 42724.4]",40.4,39.6,41.2,2.65,48.3,48.40989399,2.338461538,160,"HS18_24",23.4,6.5,"PrivateCoverage","Lt77"
"2313",402.7,51887,196428,18.1,0,"(51046.4, 54545.6]",41.1,40.4,42,2.9,47.9,47.97841594,6.030934113,147.6,"HS18_24",12.7,17.3,"PrivateCoverage","Lt77"
"2314",425.2,73985,998714,9.8,708.9116604,"(61494.5, 125635]",36.9,35,39,3.06,50.2,52.71316077,6.457474103,135,"HS18_24",7,21.6,"PrivateCoverage","Lt77"
"2315",392.2,58883,71735,12.3,655.1892382,"(54545.6, 61494.5]",41.6,40.3,43,3.07,51.8,54.70653872,4.798813776,149.4,"HS18_24",7.1,18.8,"PrivateCoverage","Lt77"
"2316",418.3,64916,164637,13.1,103.2574695,"(61494.5, 125635]",40,38.7,40.9,2.96,50.2,50.79961843,6.34729556,139.9,"HS18_24",12,17.6,"PrivateCoverage","Lt77"
